client_id,anciennete_mois,plan,industrie,revenu_mensuel,connexions_30j,tickets_support_6m,adoption_fonctionnalites_pct,nps,retards_paiement,nb_utilisateurs,jours_sans_connexion,type_contrat,mention_concurrent,hausse_prix_annoncee,score_risque_churn,a_churne,raison_depart,cohorte_anciennete,statut_client,tier_risque,segment_engagement,mention_concurrent_txt,hausse_prix_txt
CLI00663,37,Premium,Finance,6168.05,37,16,92.1,1,4,166,135,Mensuel,0,0,0.107,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00664,72,Entreprise,Santé,3164.07,58,13,10.0,6,0,21,62,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00665,82,Démarrage,Services professionnels,241.54,31,19,34.9,0,1,27,172,Annuel,1,0,0.256,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00666,18,Professionnel,Services professionnels,449.73,47,13,5.9,4,3,34,97,Annuel,0,0,0.207,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00667,76,Démarrage,Santé,254.57,32,1,73.2,4,0,23,81,Mensuel,0,0,0.159,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00668,36,Démarrage,Technologie,216.29,18,3,66.4,3,1,78,177,Pluriannuel,0,0,0.233,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00669,2,Professionnel,Services professionnels,465.26,19,8,55.8,2,3,167,104,Pluriannuel,0,0,0.306,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00670,3,Professionnel,Santé,413.07,47,15,67.2,8,0,69,4,Pluriannuel,0,0,0.02,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00671,34,Professionnel,Manufacturier,470.78,9,0,53.4,3,0,117,13,Mensuel,0,1,0.129,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI00672,46,Démarrage,Finance,250.82,25,1,26.5,8,2,73,26,Annuel,0,1,0.067,1,Changement de direction,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI00673,62,Professionnel,Manufacturier,474.36,45,11,72.9,6,0,45,141,Mensuel,0,0,0.213,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00674,70,Démarrage,Manufacturier,235.64,17,15,75.5,8,1,63,96,Pluriannuel,0,0,0.173,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00675,57,Professionnel,Finance,681.07,44,14,81.9,1,2,8,171,Mensuel,0,1,0.121,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00676,10,Professionnel,Santé,681.79,58,18,90.9,1,0,135,140,Annuel,1,0,0.224,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00677,18,Démarrage,Finance,269.52,44,19,72.3,7,2,30,120,Annuel,0,1,0.312,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00678,33,Professionnel,Technologie,911.31,57,5,9.9,8,3,12,85,Annuel,1,1,0.151,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00679,7,Démarrage,Manufacturier,206.38,14,19,6.9,1,1,20,33,Mensuel,0,1,0.267,1,Faillite/Fermeture,7-12 mois,Parti,🟢 Faible,Modéré,Non,Oui
CLI00680,45,Professionnel,Services professionnels,344.7,35,18,71.6,5,3,192,67,Annuel,0,1,0.056,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00681,29,Démarrage,Manufacturier,131.24,17,14,10.0,5,1,157,7,Pluriannuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00682,83,Premium,Santé,19229.01,30,3,33.4,6,4,120,7,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00683,38,Démarrage,Finance,125.94,14,15,17.3,4,3,183,43,Mensuel,0,1,0.389,1,Mauvais service support,25-48 mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI00684,39,Premium,Services professionnels,17529.28,37,10,92.2,2,4,12,176,Annuel,0,0,0.45,1,Faillite/Fermeture,25-48 mois,Parti,🟡 Moyen,Actif engagé,Non,Non
CLI00685,25,Professionnel,Commerce de détail,677.28,28,6,33.5,9,2,84,154,Pluriannuel,0,0,0.211,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00686,17,Professionnel,Services professionnels,378.81,41,1,10.0,10,3,22,76,Pluriannuel,0,0,0.086,1,Prix trop élevé,13-24 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00687,61,Entreprise,Santé,4677.01,14,6,90.5,2,0,151,116,Annuel,0,0,0.28,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00688,51,Entreprise,Santé,4711.42,56,11,59.8,5,1,176,168,Mensuel,1,0,0.258,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00689,37,Démarrage,Santé,222.07,0,13,8.2,0,0,45,109,Pluriannuel,0,0,0.343,1,Prix trop élevé,25-48 mois,Parti,🟢 Faible,Très inactif,Non,Non
CLI00690,67,Démarrage,Finance,176.77,36,14,80.0,7,0,26,66,Pluriannuel,1,0,0.188,1,Passage chez concurrent,48+ mois,Parti,🟢 Faible,Actif engagé,Oui,Non
CLI00691,24,Entreprise,Santé,3429.0,40,19,18.7,6,2,109,104,Mensuel,0,0,0.22,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00692,82,Démarrage,Technologie,224.55,58,6,77.2,6,2,111,143,Annuel,0,1,0.166,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00693,49,Professionnel,Technologie,734.5,22,17,59.2,5,0,107,44,Annuel,0,0,0.037,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00694,21,Premium,Manufacturier,16000.12,45,10,20.9,2,0,28,101,Mensuel,0,0,0.106,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00695,75,Professionnel,Manufacturier,346.0,10,9,72.7,8,0,183,162,Mensuel,0,0,0.361,0,(client actif),48+ mois,Actif,🟡 Moyen,Inactif,Non,Non
CLI00696,57,Professionnel,Finance,370.77,37,13,45.9,9,1,73,140,Annuel,1,0,0.341,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Actif engagé,Oui,Non
CLI00697,41,Démarrage,Commerce de détail,155.56,15,2,62.4,10,2,197,134,Mensuel,0,0,0.169,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00698,17,Démarrage,Manufacturier,168.94,54,17,83.3,5,3,2,123,Mensuel,1,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00699,21,Entreprise,Manufacturier,3551.12,29,11,28.4,5,2,106,100,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00700,68,Professionnel,Manufacturier,419.31,28,0,37.9,5,0,28,138,Mensuel,0,1,0.283,1,Faillite/Fermeture,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Oui
CLI00701,82,Professionnel,Services professionnels,677.72,40,12,94.8,5,3,77,80,Annuel,1,0,0.054,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00702,64,Démarrage,Manufacturier,136.07,2,1,50.7,5,3,181,125,Annuel,0,1,0.425,0,(client actif),48+ mois,Actif,🟡 Moyen,Très inactif,Non,Oui
CLI00703,44,Démarrage,Santé,170.1,39,14,55.3,3,3,142,153,Mensuel,0,0,0.229,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00704,28,Premium,Manufacturier,19031.49,16,10,30.7,1,2,107,40,Annuel,0,0,0.215,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00705,36,Démarrage,Services professionnels,278.14,25,5,42.4,0,0,174,176,Annuel,0,1,0.303,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00706,37,Professionnel,Finance,966.17,53,5,50.1,7,0,125,87,Pluriannuel,0,1,0.089,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00707,44,Démarrage,Services professionnels,217.28,8,11,28.3,4,4,78,60,Annuel,0,0,0.113,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00708,50,Démarrage,Santé,199.26,16,15,26.4,2,1,67,108,Mensuel,1,0,0.288,1,Prix trop élevé,48+ mois,Parti,🟢 Faible,Modéré,Oui,Non
CLI00709,55,Premium,Services professionnels,17732.72,36,15,59.0,8,2,198,135,Annuel,1,1,0.035,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00710,10,Démarrage,Santé,114.93,55,9,21.5,2,4,148,113,Annuel,0,1,0.088,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00711,38,Entreprise,Finance,4912.8,30,16,54.8,4,4,35,175,Mensuel,1,0,0.335,1,Changement de direction,25-48 mois,Parti,🟢 Faible,Actif engagé,Oui,Non
CLI00712,49,Professionnel,Commerce de détail,622.66,57,19,68.6,1,4,176,124,Annuel,1,0,0.129,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00713,72,Entreprise,Manufacturier,3702.15,30,1,22.8,5,2,171,14,Mensuel,1,0,0.1,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00714,2,Premium,Technologie,15926.05,10,12,72.1,8,1,20,101,Pluriannuel,0,0,0.087,0,(client actif),0-6 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00715,44,Professionnel,Commerce de détail,739.19,37,16,37.4,0,3,113,130,Mensuel,1,0,0.356,0,(client actif),25-48 mois,Actif,🟡 Moyen,Actif engagé,Oui,Non
CLI00716,35,Démarrage,Manufacturier,277.31,21,8,94.3,10,1,56,37,Pluriannuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00717,21,Démarrage,Technologie,156.63,45,14,93.1,2,1,108,69,Mensuel,0,1,0.119,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00718,57,Professionnel,Santé,671.62,2,6,76.9,9,0,3,102,Pluriannuel,0,0,0.114,0,(client actif),48+ mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI00719,23,Professionnel,Services professionnels,600.21,55,12,35.8,0,4,68,22,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00720,32,Premium,Santé,15560.93,48,9,89.3,4,4,139,70,Mensuel,0,0,0.096,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00721,71,Démarrage,Santé,178.02,27,17,94.9,4,3,62,45,Mensuel,0,0,0.152,1,Manque de fonctionnalités,48+ mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00722,33,Entreprise,Manufacturier,4570.44,31,9,46.6,3,0,105,7,Pluriannuel,0,0,0.028,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00723,17,Démarrage,Finance,197.09,3,17,60.3,4,3,61,5,Pluriannuel,0,1,0.072,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI00724,72,Démarrage,Santé,206.2,39,13,5.5,7,2,186,154,Pluriannuel,0,1,0.397,0,(client actif),48+ mois,Actif,🟡 Moyen,Actif engagé,Non,Oui
CLI00725,42,Entreprise,Santé,2972.57,37,18,8.9,7,0,121,92,Pluriannuel,0,1,0.205,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00726,17,Premium,Santé,14338.54,10,0,50.1,5,4,29,47,Mensuel,0,0,0.101,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00727,48,Professionnel,Services professionnels,656.28,56,3,59.8,3,3,166,87,Annuel,1,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00728,48,Professionnel,Manufacturier,955.19,0,13,33.1,10,0,84,66,Pluriannuel,0,0,0.055,0,(client actif),25-48 mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00729,82,Entreprise,Technologie,1523.49,46,4,13.9,3,0,88,149,Mensuel,0,0,0.294,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00730,57,Entreprise,Commerce de détail,1052.71,15,4,75.4,4,1,87,121,Annuel,0,1,0.182,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00731,61,Premium,Santé,12825.79,33,19,42.7,4,0,22,66,Annuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00732,44,Démarrage,Commerce de détail,251.93,44,13,63.4,1,0,41,2,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00733,23,Entreprise,Finance,3591.78,31,7,63.5,5,4,110,18,Mensuel,0,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00734,76,Professionnel,Finance,972.91,43,11,54.2,6,2,63,46,Pluriannuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00735,53,Professionnel,Finance,426.59,45,16,21.1,2,3,125,9,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00736,33,Démarrage,Santé,237.8,32,2,60.4,9,2,166,142,Pluriannuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00737,56,Démarrage,Commerce de détail,262.17,10,3,34.0,3,0,112,68,Annuel,0,0,0.043,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00738,28,Premium,Technologie,18679.96,35,4,78.7,8,4,178,40,Mensuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00739,23,Professionnel,Manufacturier,668.99,12,0,22.4,3,4,105,150,Annuel,0,1,0.441,1,Prix trop élevé,13-24 mois,Parti,🟡 Moyen,Modéré,Non,Oui
CLI00740,63,Démarrage,Commerce de détail,171.62,56,1,31.2,9,4,135,15,Annuel,0,0,0.049,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00741,7,Entreprise,Manufacturier,4820.44,19,4,44.6,10,4,152,153,Annuel,0,0,0.261,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00742,2,Entreprise,Commerce de détail,4164.88,24,18,71.6,6,1,108,64,Annuel,0,0,0.02,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00743,65,Professionnel,Santé,628.59,5,4,69.9,1,0,101,179,Annuel,1,1,0.439,0,(client actif),48+ mois,Actif,🟡 Moyen,Inactif,Oui,Oui
CLI00744,4,Professionnel,Technologie,754.82,36,12,35.3,4,1,174,160,Annuel,1,0,0.445,1,Prix trop élevé,0-6 mois,Parti,🟡 Moyen,Actif engagé,Oui,Non
CLI00745,8,Professionnel,Santé,494.0,25,4,51.0,5,1,153,170,Mensuel,0,1,0.363,0,(client actif),7-12 mois,Actif,🟡 Moyen,Actif engagé,Non,Oui
CLI00746,49,Professionnel,Finance,729.39,3,7,26.1,1,0,29,145,Annuel,0,0,0.382,1,Faillite/Fermeture,48+ mois,Parti,🟡 Moyen,Très inactif,Non,Non
CLI00747,29,Premium,Technologie,13099.45,44,8,74.3,0,4,67,126,Annuel,0,0,0.184,1,Passage chez concurrent,25-48 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00748,82,Professionnel,Services professionnels,326.46,25,14,22.7,8,3,103,162,Mensuel,0,0,0.287,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00749,55,Premium,Services professionnels,17985.22,17,2,78.7,6,4,80,47,Mensuel,0,0,0.07,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00750,37,Professionnel,Commerce de détail,642.13,12,0,89.3,7,4,150,170,Mensuel,0,0,0.227,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00751,6,Entreprise,Santé,2917.95,7,19,94.2,4,1,85,94,Annuel,1,0,0.234,1,Prix trop élevé,0-6 mois,Parti,🟢 Faible,Inactif,Oui,Non
CLI00752,24,Démarrage,Manufacturier,155.69,50,6,82.1,4,2,86,50,Annuel,0,1,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00753,79,Professionnel,Santé,436.47,46,12,25.0,0,4,137,109,Mensuel,0,1,0.03,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00754,40,Entreprise,Santé,2164.49,32,2,42.5,2,0,87,14,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00755,12,Démarrage,Commerce de détail,229.0,42,9,13.0,6,0,177,67,Annuel,0,1,0.042,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00756,64,Entreprise,Commerce de détail,1389.6,15,17,19.8,9,0,128,20,Annuel,1,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Oui,Non
CLI00757,46,Démarrage,Finance,165.57,41,15,9.5,8,1,114,151,Annuel,1,0,0.284,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00758,14,Entreprise,Technologie,4913.96,38,8,62.7,7,3,36,23,Annuel,0,0,0.02,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00759,27,Premium,Santé,9071.93,30,14,53.0,10,3,5,149,Mensuel,1,0,0.27,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00760,37,Entreprise,Manufacturier,4865.62,39,13,87.5,4,3,4,172,Annuel,0,0,0.236,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00761,77,Démarrage,Services professionnels,119.96,22,18,46.7,2,4,24,133,Mensuel,0,0,0.294,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00762,62,Professionnel,Services professionnels,854.79,51,5,62.8,8,4,169,52,Annuel,0,0,0.069,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00763,67,Entreprise,Commerce de détail,2757.95,15,6,41.1,3,2,107,167,Mensuel,0,1,0.155,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00764,80,Premium,Commerce de détail,7921.25,55,4,79.7,8,2,14,22,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00765,76,Démarrage,Finance,256.48,9,12,88.4,2,2,12,69,Annuel,0,0,0.202,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00766,14,Entreprise,Technologie,1026.92,35,4,43.9,6,1,82,149,Pluriannuel,0,0,0.164,0,(client actif),13-24 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00767,39,Démarrage,Services professionnels,168.43,30,13,12.4,0,3,44,133,Annuel,1,0,0.338,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00768,5,Entreprise,Finance,3418.43,43,0,19.7,9,4,137,77,Annuel,0,0,0.037,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00769,76,Premium,Commerce de détail,8463.55,31,19,69.8,10,2,66,124,Annuel,0,0,0.056,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00770,26,Premium,Manufacturier,9987.0,20,0,34.3,4,1,166,11,Mensuel,0,0,0.171,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00771,81,Entreprise,Finance,1364.81,15,8,75.7,8,2,96,67,Pluriannuel,0,0,0.042,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00772,53,Professionnel,Santé,896.25,55,8,72.5,10,4,77,68,Annuel,1,0,0.051,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00773,63,Premium,Commerce de détail,11331.5,28,14,67.5,8,2,57,113,Mensuel,0,1,0.31,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00774,11,Professionnel,Commerce de détail,400.71,49,4,78.3,5,1,175,137,Annuel,0,0,0.173,1,Manque de fonctionnalités,7-12 mois,Parti,🟢 Faible,Actif engagé,Non,Non
CLI00775,33,Démarrage,Finance,138.82,47,6,73.1,10,1,183,94,Mensuel,1,1,0.223,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00776,41,Premium,Manufacturier,9126.5,44,1,61.9,5,2,130,51,Annuel,0,1,0.044,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00777,40,Professionnel,Finance,459.63,15,10,5.4,2,4,125,60,Annuel,0,1,0.261,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00778,46,Entreprise,Manufacturier,3012.23,57,9,51.4,8,1,112,45,Annuel,0,0,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00779,4,Démarrage,Commerce de détail,280.04,14,18,58.6,0,3,102,58,Annuel,0,0,0.161,0,(client actif),0-6 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00780,11,Démarrage,Finance,135.78,7,4,91.5,6,1,83,76,Mensuel,0,1,0.144,0,(client actif),7-12 mois,Actif,🟢 Faible,Inactif,Non,Oui
CLI00781,81,Professionnel,Technologie,616.41,14,14,63.5,2,0,146,49,Annuel,0,0,0.071,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00782,27,Professionnel,Services professionnels,763.75,20,1,56.8,1,2,108,141,Annuel,0,1,0.127,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00783,8,Professionnel,Finance,427.66,20,10,53.7,4,3,66,149,Annuel,0,0,0.284,1,Manque de fonctionnalités,7-12 mois,Parti,🟢 Faible,Modéré,Non,Non
CLI00784,21,Professionnel,Finance,406.79,6,3,14.3,4,4,185,21,Mensuel,1,0,0.184,0,(client actif),13-24 mois,Actif,🟢 Faible,Inactif,Oui,Non
CLI00785,5,Professionnel,Technologie,407.75,51,16,43.5,1,3,64,155,Annuel,1,0,0.24,0,(client actif),0-6 mois,Actif,🟢 Faible,Actif engagé,Oui,Non
CLI00786,62,Entreprise,Technologie,4526.94,18,1,17.1,7,1,155,69,Annuel,0,1,0.194,0,(client actif),48+ mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00787,32,Professionnel,Santé,796.89,21,9,9.7,1,1,53,81,Annuel,0,1,0.197,1,Manque de fonctionnalités,25-48 mois,Parti,🟢 Faible,Modéré,Non,Oui
CLI00788,58,Premium,Technologie,10044.53,45,10,34.7,7,0,187,55,Annuel,0,0,0.027,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00789,72,Démarrage,Manufacturier,279.51,37,0,63.1,5,3,118,85,Mensuel,0,0,0.186,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00790,27,Premium,Services professionnels,19302.19,12,17,83.0,9,1,29,16,Mensuel,0,1,0.02,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00791,26,Entreprise,Services professionnels,2592.1,25,4,77.9,3,4,122,150,Mensuel,0,1,0.228,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00792,40,Professionnel,Santé,656.31,43,4,31.5,2,4,111,87,Mensuel,0,0,0.206,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00793,29,Démarrage,Manufacturier,170.62,21,3,9.1,8,3,72,148,Mensuel,0,0,0.246,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00794,73,Entreprise,Santé,1909.22,6,8,41.2,5,3,14,128,Mensuel,0,0,0.293,0,(client actif),48+ mois,Actif,🟢 Faible,Inactif,Non,Non
CLI00795,82,Premium,Santé,16699.15,51,18,33.3,4,0,68,177,Annuel,0,1,0.256,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00796,7,Premium,Services professionnels,14734.94,34,2,38.4,9,3,43,72,Annuel,0,1,0.02,0,(client actif),7-12 mois,Actif,🟢 Faible,Actif engagé,Non,Oui
CLI00797,21,Professionnel,Manufacturier,555.82,2,14,55.3,2,4,113,46,Mensuel,0,1,0.19,1,Prix trop élevé,13-24 mois,Parti,🟢 Faible,Inactif,Non,Oui
CLI00798,80,Démarrage,Commerce de détail,101.88,34,13,7.7,2,3,29,49,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00799,67,Professionnel,Services professionnels,833.57,46,0,38.4,5,1,57,105,Mensuel,1,1,0.207,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00800,10,Professionnel,Commerce de détail,633.16,15,9,55.3,9,1,118,102,Annuel,0,0,0.243,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00801,62,Démarrage,Finance,113.62,44,12,43.8,3,3,33,66,Mensuel,0,0,0.02,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00802,8,Professionnel,Commerce de détail,386.15,15,11,65.1,3,2,21,62,Mensuel,0,1,0.132,0,(client actif),7-12 mois,Actif,🟢 Faible,Modéré,Non,Oui
CLI00803,4,Entreprise,Services professionnels,3512.51,1,0,21.8,10,3,169,120,Mensuel,0,0,0.17,0,(client actif),0-6 mois,Actif,🟢 Faible,Très inactif,Non,Non
CLI00804,29,Entreprise,Finance,3184.33,37,1,18.8,7,0,113,121,Annuel,0,0,0.177,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00805,12,Démarrage,Commerce de détail,147.1,16,10,32.7,1,4,129,160,Pluriannuel,1,0,0.369,0,(client actif),7-12 mois,Actif,🟡 Moyen,Modéré,Oui,Non
CLI00806,51,Professionnel,Finance,396.92,37,11,14.2,5,4,155,13,Annuel,1,1,0.104,0,(client actif),48+ mois,Actif,🟢 Faible,Actif engagé,Oui,Oui
CLI00807,19,Professionnel,Services professionnels,918.31,23,0,26.3,8,3,2,170,Mensuel,0,0,0.35,0,(client actif),13-24 mois,Actif,🟡 Moyen,Modéré,Non,Non
CLI00808,31,Premium,Finance,7022.0,21,9,12.8,2,2,64,10,Pluriannuel,0,0,0.034,0,(client actif),25-48 mois,Actif,🟢 Faible,Modéré,Non,Non
CLI00809,26,Premium,Services professionnels,6284.14,49,2,41.2,4,4,179,175,Annuel,0,0,0.198,0,(client actif),25-48 mois,Actif,🟢 Faible,Actif engagé,Non,Non
CLI00810,6,Professionnel,Technologie,732.96,22,8,69.0,10,2,126,58,Mensuel,0,1,0.185,1,Prix trop élevé,0-6 mois,Parti,🟢 Faible,Modéré,Non,Oui
